,body,bert,hate,target
18589,When I talk to liberals on twitter about it they tell me I’m lying or repeating falsehoods.,0,0,0
18590,Welcome to Parler. I will see you in the comments. Please leave a review on the app stores and share with your friends!,0,0,0
18591,"When the citizens of any State in mass turn their backs on God, continuing to mock God's teachings. Then He will in turn lift His hand of protection by turning His back on them.

When you reject the God who created you, he will give you a god created in your own image. Think on that.",0,0,0
18592,Mine too. Wrapping my brain around the Judicial implications beat all. They really believe we are that ignorant.,0,0,0
18593,WHAT? I never stopped. Why have it if it's not on you at all times?,0,0,0
18594,"Don't forget when you vote
1- Biden extorts Ukraine withholding a billion dollars to force the firing of prosecutor investigating Barisma to protect his son. 
2- Biden dares Ukraine to call Obama to complain knowing Obama had his back. Obama must have known about Biden's activities. 
3- Was Obama the ""big guy"" in Hunter Biden's emails? 
4- Why would Obama support these illegal activities? 
5- What was Obama getting for his support?",0,-1,0
18595,ALL THAT IS NEEDED FOR EVIL TO PREVAIL I FOR GOOD MEN TO DO NOTHING....,0,-1,0
18596,Same reason the mafia used to run New York. The elections is say in New York are very unfair,0,0,0
18597,Such a load of bs. The NY Times is disgusting fake news. Trump winning in a landslide.,0,0,0
18598,"Your know how some dead people have been known to vote somehow? Well, right know there is a government overthrow attempt using false data to keep us controlled using the dead numbers and the plandemic. The left has found a way to exploit the dead to the max. Wake up America !!! It has opened the door to violence, anarchy, riots, looting, a halt to all social activities (sports, arts, religion, etc.). Think about it and wake up!!! All while the dummied stay at home scared and in paranoia. Paranoid of what you do and think and express, a real commie dream. Burning books, changing history, new directives, mob mentality against those that are being independent and doing some critical thinking. A war of good versus evil control. Let’s stand up for ourselves!!! Don’t cave in!! Be a individual and not sheep!!!",1,1,0
18599,Bout damn time. Praise the Lord pass the ammo.,0,0,0
18600,Everything has been bogged down I’ve been trying to get on gab.com And it is moving extremely slow as well,0,0,0
18601,😂🤣 why didn’t we think of it let’s deflate it!!!,1,0,0
18602,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
18603,If you do run into her there are many patriots who will help with your bond! All it will take is one post on Parler.,0,0,0
18604,"He's the guy, thank you Mr President!",0,0,0
18605,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge",0,0,0
18606,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
18607,You need to post more on here,0,0,0
18608,This video is perfect! Need to make this a campaign ad for what liars they all are!!,0,0,0
18609,Take Gates et al. To Gitmo and confiscate all of their property!,0,-1,0
18610,Jennifer Hudson’s Oscar bait movie trailer.,0,0,0
18611,"‪The “ONLY REASON” #JoeBiden was #Obama’s #VP: ‬

‪He’s Creepy, Sleepy, Corrupt (China & Ukraine so far), Blunder-Filled, LowIQ, No Achievements, Stupidity, No Energy, difficulty choosing a position; he’d be a “YES MAN” to #Obama’s Destroy America Policies & Betrayals!‬

‪#TrumpTrain‬",1,1,people of color
18612,@TruthMattersFOREVER The constitutional process is working. Trump will be elected completely constitutionally.,0,0,0
18613,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge",0,0,0
18614,Trump should NOT concede until the election results are proven to be valid and void of fraud. This campaign from Democrats to usher in Biden’s age of change is ridiculous.,0,0,0
18615,Welcome to Freedom!🇺🇸🇺🇸Let me know if you have any questions! #parlerconcierge,0,0,0
18616,Someone better because Mitch is spineless already welcoming Biden what an a--hole,0,-1,0
18617,"@MiniFknJenny It's nobody on the inside.......I have read his comments, he has no idea what is taking place. Ask him what our Christmas gift was. From a special someone.............

Im sorry but the owner of the ""E"" account is catfishing everyone. I can guarantee Patriots are winning, but the owner of ""E"" is not on the inside........ no information should get out..... no questions answered...... you get the drops, determine what they mean......Q team will never confirm. 

Im not Q team.... I'm not daily inside, I'm simply a former cyber ops officer that is paid to assist with data and other jobs.....I will be deleting this parler soon

I felt obligated to at least set the record straight that E is not inside. 

God bless, we will win",0,0,0
18618,"No your the fucking organized crime figure, with your left comodants! You evil vile bastard!",1,1,people of color
18619,I don’t think he know DJT hasn’t conceded! That the elected isn’t over.,0,0,0
18620,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
18621,Oh my gosh are they doing all right now?,0,0,0
18622,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
18623,"What happened is all the Californians moving there, also...hello, all the illegals!!!",0,-1,0
18624,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
18625,I hate governor cuomo! I went to high school with him and he stole my girlfriend!! WHY DOES HE HAVE TO BE SO GOOD LOOKING!!!,1,1,people of color
18626,Stop considering and DO IT! We the People are PISSED!,0,-1,0
18627,Justice Thomas has already written that Section 230 is being misinterpreted. Get a case to the Supreme Court and it may be properly enforced.,0,0,0
18628,Welcome to Parler. The first step towards taking back your voice. Thrilled to have you join our growing community! Share with your family & friends. Let’s have some fun. Let's Parley!,0,0,0
18629,"@Dee342 Yes. Thats true. Not all hippies look like that or are criminals. Some have good careers, are Conservative, are laid back and want peace and love for all human life.",0,0,0
18630,"So, when will Bill Clinton be charged with pedophilia for those (26) trips he took to Epstein's ""Pedophile Island""? ABC News knew about Epstein pedophile ring and Bill Clinton years ago but wouldn't allow their Investigating Journalist report it because Hillary Clinton was running for POTUS. The Fake News Media - once again protecting pedophile Democrats while desperately trying to connect Trump to Epstein - when in fact it was Bill Clinton that was the pedophile and it was Bill Clinton's painting in that ""blue dress"" hanging in Epstein's bedroom.",1,1,people of color
18631,@TheAmericanTrendkill We need to find the Trojan Horse.,0,-1,0
18632,Or the year after that... or the year after that... or the year after that... or that... or that... or that... or that...,0,0,0
18633,It helps him ... lose in a landslide this November!🤣🤣🤣,0,-1,0
18634,"Paul Ryan has changed so much. Such a joke! Ridiculous! He claimed he couldn’t leave his family in Wisconsin, so he went back & forth, then he moved to Washington after leaving the House. He has helped run Fox News into the ground!",0,0,0
18635,"For those of you wondering what happened to FOX. The “merger” of Disney/FOX says it all. Follow the money trail at Disney and look at candidates they donated money to. All Democrats including Biden, Harris and Warren. Disney CEO gave $250,000 to Biden alone.",0,0,0
18636,Thank you Happy Thanksgiving to you too I hope you have a great day with your family 🇺🇸,0,0,0
18637,CNN’s Brian Stelter Melts Down Over Hunter Biden Email Scandal,0,0,0
18638,"We all must head the warning signs, if we do not start standing up for freedom, freedom as we know it will be no longer! 
Covid is a cover for the globalists to usher in their technocratic dictatorship where we are all controlled by big government!!
Stand For Your Freedom, Stand For Your AMERICA 🇺🇸, Stand For Your Lives!! We Must Stand For All the Children who are just starting out!! GOD gives us free will, don't allow tyrants to take it away from us by force!!
Lockdowns, Forced Face Covering, Forced Vaccination = Death",0,-1,0
18639,He still has are support and prayers . Who would thought how great a President he is and hope to be in the near future.,0,0,0
18640,Tucker don't stop exposing the truth.,0,0,0
18641,"Echo
If you Believe the
""Lunatics have taken over the Asylum""",0,-1,0
18642,"Marc Elias, Democrat Lawyer Behind Russia ‘Dossier,’ Involved in Seven Lawsuits over Georgia Senate Runoff

💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩",0,-1,0
18643,Amen id prefer john james !!!!,0,0,0
18644,"I will always be with you, Mr President 🙏🏻❤️✝️🇺🇸👍 Keep on winning🙏🏻🙏🏻🙏🏻🙏🏻 Better still✝️ Jesus is with us all❤️❤️❤️",0,0,0
18645,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
18646,Rosie O’Donnell Deletes Her Twitter Poll Showing 58 Percent Say ‘Hell No’ to Impeachment,0,0,0
18647,"Of course she did! Why would she want to know any facts? All she knows to knee-jerk reaction to hate all things supportive of the President! She's a hateful, sad, vicious RINO...",1,1,people of color
18648,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge",0,0,0
18649,"Amen 
Does anything they have to say even matter anymore? 

Managed fine past 3 yrs without them.
Stopped cold turkey when they started having hysterical psycho CNN hacks on bashing & making blatant crazy lies up about the Pres. Angry crazy ppl
Fox couldn't keep the name CNN out of their mouths. So weird. If a person cared what CNN had to say they'd watch it.",1,1,0
18650,"You think this dude will just walk away from all of that because a couple of up start citizens ""recalled"" him?🤣🤣🤣🤣",1,0,0
18651,Send them down to Louisiana.... I challenge the bad guys to follow into the swamps. Good food and strong red state here.,1,0,0
18652,#argentina #spanish #peronia #urss #history #parler,0,0,0
18653,ITS GONNA BE SO BIG!!! GOD BLESS AMERICA! GOD BLESS PRESIDENT TRUMP! 4 MORE YEARS!!,0,0,0
18654,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18655,Does this mean China has influence over our seat of power,0,0,0
18656,"#AGBarr orders probe into 2020 elections.
 Good development! Hopefully the investigators won't be partisan.

#election2020 #electionfraud",0,0,0
18657,"I'm so thankful I have come to faith. The way things are now around the world, I have no idea what I would do, what my mental state would be without Jesus Christ. Though events around the world may be gloomy, He gives hope and peace and security! Do you know Jesus? It is the most important decision you will make in your life and also the best. Eternity hangs in the balance of this decision. Choose timely and wisely.
#jesuslovesyou #forgodsolovedtheworld #john316 #christianity #faith",0,0,0
18658,Nope... the Communists Democrats ended that possibility. They just need to stay away from me and my family.,1,1,immigrants
18659,Can’t change the narrative now. It’s too late... Sleepy creepy will NEVER be my president or president at all! 🤣,1,1,0
18660,"O problema era a máscara somente p entrar!
Conseguiu a máscara,pronto!!!!
😂😂😂😂😂😂",0,0,0
18661,Hahaha. Flip it Red. California. That’s funny. Destroy the Machines and maybe just maybe you have a chance but I doubt it. You are infested with filth at the highest levels. And shit rolls downhill. Good luck.,1,0,0
18662,"You mean Republicans, didn't the Dems boycott the committee vote?",0,0,0
18663,@NiyushaJoon قبول شما همیشه بیا بامن مخالفت کن تو کامنتا😊👌🏻,0,0,0
18664,LÍDER do Gov. vs PAUTAS Morais + Carluxo VOLTOU + Incidente da BARRAGEM + MÍDIA se CONTRADIZ,0,0,0
18665,He also called into Rush and Hannity today giving Thanks!,0,0,0
18666,"MAGA NORTHEAST? Pro-Trump Rallies Pop-Up in Mass, NYC, Long Island, Connecticut, New Jersey",0,0,0
18667,No he wouldn’t. He would say he did not put a heart of fear within us.,0,0,0
18668,And he will still be saying this behind bars. Typical,0,-1,0
18669,"I am trying to recall The Book of Revelations scripture on “Wormwood”- And The Lord commanded an Angel to cast a star (more than likely a meteor) known as Wormwood into the Earth. Killing 1/3 of the humans, animals, fish, & poisoning the water. Could this be the time of rapture?
I’m trying where in the broken seals this takes place.",0,0,0
18670,"Simple - delete your twitter accounts! 

The bloke is a moron!",1,1,0
18671,Then take it up the pooper by nancy with a strap on.,0,-1,0
18672,"If Pence doesn’t do his part , here we have our next President 2924!!!",0,0,0
18673,Yep and we voted two of them in office,0,0,0
18674,@NLGoss @FlanFlan “It could work that way if the leftist bullies didn’t think they own the world! You will find out who snowflakes little boy.”. Threatens people...whines about “bullies”. This INDEPENDENT is packing. Step out and meet Jesus.,1,1,0
18675,Trump 2020 oh yeahhh go Rudy you will get there time will tell the whole truth 👍👍👍👍,0,0,0
18676,I'm still learning how to do this site. 😁,0,0,0
18677,"Hey Colleine Kap, how’s it feel to be the first black BOZO?",1,0,0
18678,"Not wishing her any ill though it is, indeed, “just in time” for Trump to appoint a good hard right conservative justice to SCOTUS.",0,0,0
18679,The Fauci combo for COVID protection,0,0,0
18680,Why wipe the data when the election is in question? 🤔 Prosecute!,0,0,0
18681,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
18682,"This bill is not about us, the people....",0,0,0
18683,Loved it I will do the same,0,0,0
18684,"🤣🤣🤣 what a joke , just like his dumbass along with the dumbasses that voted him in!!!",1,1,0
18685,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18686,"Wallace never brought it up,yet he brought up Trump's taxes.",0,0,0
18687,"If Biden gets in, I hope he gets ZERO respect. Cheaters don’t deserve respect.",0,-1,0
18688,"Creating nothing that is worth a lot from nothing but consuming the energy to feed a city. How they every allowed to let that going? Obviously it a good way for politicians and criminals to to get pay under the table and virtually untraceable.

The fools putting their money in this deserve to loose their money when their ""coins"" get stolen. Then they need to cash out more money to get them back with ""detectives"".",0,0,0
18689,Racharl Maddow can stuff her head into a woodchipper.,0,-1,0
18690,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18691,Yay! Home stretch to the landslide!,0,0,0
18692,Let’s keep this going. We need to stand up!,0,0,0
18693,I gave you Twitter go back there.,0,0,0
18694,Why is he constantly let out of jail?,0,0,0
18695,"Emily Inslee - Program Officer - Bill & Melinda Gates Foundation | LinkedIn. 

JAY INSLEE DAUGHTER IN LAW",0,0,0
18696,Welcome to Freedom!🇺🇸🇺🇸Let me know if you have any questions! #parlerconcierge,0,0,0
18697,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
18698,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
18699,What a bunch of brainwashed snakes !,1,1,people of color
18700,"@getoveryourself ...... Dude that's not why education in the South is so poor. ......No offense but this just proved to me you do not know what you're talking about. The South is more uneducated because of higher poverty rates, lower median incomes, and the lower educational attainment compared to other states. That's why Conservative ideologies are always wrong. You look at the problem and blame it on the individual, or you never look further to see the cause, rather you focus on the effect.",0,0,0
18701,"I don’t feel American anymore 
It’s not a free fair country 
No law no order",0,-1,0
18702,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
18703,"DOJ PRIDE. EVIL TIES 

LOOK IT UP

DEATH POOL BETTING LOOK IT UP",0,-1,0
18704,This is all so hard for me to comprehend. Pence was Governor of Indiana and they all loved him. I had deep respect for him when he stood so firmly with our President and then BOOM everything changed. What happened? What the hell happened??,0,0,0
18705,"Want to just say that New Yorker’s get what they deserve for voting him in. However, I think it’s more fair to say: No average American citizen who is not part of the elite or governing class deserves him.",0,0,0
18706,The FREE world is depending on it.,0,0,0
18707,That's why were in a battle with evil and we must win.,0,0,0
18708,"You take down a drug ring the same way. Difference is, these people will probably roll over way easier.",0,0,0
18709,Well we all knew this a long time ago..glad someone else is getting it,0,0,0
18710,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
18711,Don't put to much stock in all of them...,0,0,0
18712,What? Anyone know the reason behind this attack? Disgusting low life thugs.,1,0,0
18713,"MINNESOTA 🚨 
Minnesotans who didn't vote can quickly check here to see if a mail vote was fraudulently cast on their behalf. These examples would help court cases.
- Report any such cases to Trump Campaign 888-630-1776 OR www.djt45.co/stopfraud",0,-1,0
18714,Who ever sent that email to DOJ please come forward the fate of our republic needs you.,0,0,0
18715,So it’s a privilege now to be deaf and blind? Fuck sign up everyone of the leftists! I’m sure quite a few right wingers will gladly oblige them with scissors.,1,1,people of color
18716,"Let them
Attack, we smelled their ranks a mile away!",0,-1,0
18717,Does anybody still subscribe to Time? Hopefully it will fold within the next couple of years.,0,0,0
18718,Não concordo. Se parar de tomar o remédio apronta novamente. Deveria ser castração e corte dos dedos,0,0,0
18719,This is why I avoid using Google or even allowing them to access any more than necessary! Think about how hard that is...do you realize how much of our data they control? It's mind boggling!,0,0,0
18720,"GOP, Democrats Draw Battle Lines During Judge Barrett’s Supreme Court Confirmation Hearing 
 
Download our app to read more for free at",0,0,0
18721,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
18722,"بچه‌ها ممنون میشم از‌پیجم‌حمایت کنید تو اینستا🙏🙏🙏🙏
@negahe._no",0,-1,0
18723,@Dxrinc Stay stupid...it will go easier for you...,0,-1,0
18724,Yeah but fuck it. We need this election and it’s good thing to see the enemy fracture.,0,0,0
18725,"The appeal finally was heard after it was elevated by the help of some names in DC. And here's Twitter's Response:

Violating our policy on spreading misleading and potentially harmful information related to COVID-19 

 
Our support team has determined that a violation did take place, and therefore we will not overturn our decision. 
 
You will not be able to access Twitter through your account due to violations of the Twitter Rules, specifically our rules around: 
• Violating our policy on spreading misleading and potentially harmful information related to COVID-19 

In order to restore account functionality, you can resolve the violations by logging into your account and completing the on-screen instructions. 
 
Thanks, 
Twitter 

Keep in mind -- I simply posted the hashtag Hydroxychloroquineworks -- which is proven to be true.

Now, I'll decide if I'll delete it.
#TechTyrants #Twitter #TWEXIT #Parler #ParlerUSA",0,0,0
18726,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
18727,They painted it black for BLM.,0,0,0
18728,He is neck deep in shit and is too far bought he knows he can’t change his stance cause he will be exposed for this plot to over throw the republican government . The democrats will do whatever it takes cheating including .,1,0,0
18729,This punk ass soy boy is already crying just wait until he meets bubba,1,1,immigrants
18730,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
18731,What the left have perpetrated is disgustingly disgraceful. But for the grace of God Congressman Nunes..,0,0,0
18732,"It's all a sideshow, nothing will come of it. This is a scam from the 3 letter bodies to take peoples eye off the ball regarding election, surely you know that right?",0,0,0
18733,"I think the victim of “victimless crimes” is a coarsened society at large more than any one individual of that society.
If it is irrational to believe an economy of individuals will behave differently than any one rational actor within that economy ( and that describes the root of progressive policy) then it is also irrational to believe the ethics of society is of stronger stuff than the ethics of the individuals who make up that society.
Rereading that sounds a little too Puritan for my taste but there it is to ignore",0,0,0
18734,You sound worried af bro. 🤣🤣🤣🍿🍿🍿🤡🤡🤡,0,0,0
18735,Fact Check: Joe Biden Claims Trump Has Not Acted to Lower Medicare Drug Prices,0,0,0
18736,"Joe having an internal conversation with himself....President, Joe! Not Senator, President. President President President. Oh look. A shiney penny.",0,0,0
18737,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18738,"The only announcement Dickhead Dan should be making today is that he’s lifting the lockdown. Anything else, is taking the piss and just another Captain’s Call.",1,0,0
18739,"Parabéns Presidente, isso aí.
Não para não! 🇧🇷👏🏻👏🏻👏🏻",0,-1,0
18740,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
18741,تخيل يقعد عدد المشاهدات زي عدد اللايكات,0,0,0
18742,"Another great show, Maria. She and Tucker are the only shows I watch on Fox News anymore.",0,0,0
18743,If it really was hacked you’d be adamant that you don’t send. Scully was questioning himself as to whether it was hacked so no I don’t believe it was hacked,0,0,0
18744,@Davidclement60 I so love to hear support from ppl in other countries! Thanks so much for the support!,0,0,0
18745,"@Mozhimmdii .
واقعا واسه نظر دادن و دخالت تو سیاست باید یه اطلاعات حداقلی داشت.
الان من چهارتا سوال کنم یا شروع کنم به بحث کردن در مورد گذشته و اینده ایران و انواع حکومت و اپوزسیون جوابی نداری و فقط الکی کل‌کل میکنی که وقت جفتمون تلف میشه=))",0,-1,0
18746,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
18747,liberal rally? really? have you seen biden's rallies???,0,0,0
18748,Not for a long time. No druge,0,0,0
18749,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
18750,"#Veto this 5,000 pages of crap. 

How much did it cost us to print so many copies?",0,-1,0
18751,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
18752,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18753,Agreed. Every moment of every day it hovers in my heart & mind. 😢😡🤬,0,0,0
18754,"Speaking of reading a book, educate yourself .. parties have mutated since our history began...",0,0,0
18755,One of the first three could help silence the fourth,0,0,0
18756,You don't get it...YOU ARE NOT WANTED HERE,0,-1,0
18757,@Roleary10 Says the one who gets spoonfed what they wanna hear on OANN and NEWSMAX hahahahahah. it's over. 1000% now that SCOTUS even threw those lawsuits in the garbage,0,0,0
18758,Looks like she took her retarded right ear lobe giant hole thing out. That shit still hasn't healed right. Of all of the stupid tattoo and piercing trends nothing makes me judge people more than seeing mouth breathers walking around with those disgusting giant holes in their ear lobes.,1,0,0
18759,Like maybe we have to push our fucken way in then wtf you fight fire with high pressure water !!! Enough is enough fuck um,0,-1,0
18760,"Iran, China&Russia would love Joe as president...he foesnt even know he is running for president or which state he is in...",0,0,0
18761,Is TommyG on here? I got twitter banned last night for calling megan markle a skank but really i think it was for sharing his awesome thread about NESARA,1,1,women
18762,I will delete my FACEBOOK account as soon as i get out of fb prison! what a joke! Communist-pedo-NWO Scum... and more...,1,1,people of color
18763,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
18764,Just signed and passed it along to friends & family 🇺🇸👍🏼,0,0,0
18765,CRAWL YOUR ASS INTO YOUR SAFE PLACE CURL UP IN A FETAL POSITION AND STFU ! AND DONT EVER COMPARE TRUE AMERICAN PATRIOTS TO MUSLIMS AGAIN OR YOU MAY FIND YOURSELF IN THE HOSPITAL ! IF WE THE PEOPLE MUST DECLARE WAR TO GET ALL OF THESE TRAITORS REMOVED FROM OFFICE AND GET JUSTICE THAN SO BE IT ! WE ARE DAMN TIRED OF THESE POLITICIANS GETTING AWAY WITH CRIMES DAY AFTER DAY AND THEY ARE NOT REMOVED FROM OFFICE OR ARRESTED ! THIS ISN'T JUST ABOUT TRUMP REMAINING IN OFFICE ! THIS IS ABOUT GETTING ALL OF THE TRAITORS OUT OF OFFICE AND INTO PRISON ! OR THEY WILL BE EXECUTED BE WE THE PEOPLE !!,1,1,muslim people
18766,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
18767,What about owning your decisions u decided to go to college just like buying a car,0,0,0
18768,Welcome to Freedom!🇺🇸🇺🇸Let me know if you have any questions! #parlerconcierge,0,0,0
18769,"Not ok, not shopping at Barnes & Noble.",0,-1,0
18770,"Great picture, Michael. Better of the AK.",0,0,0
18771,"@musicprodgal Absolutely wrong. Name ONE thing the Justice Department has been requested to do. Wow. You don't even have information sources you use youtube?? GO figure. It is infotainment, fake news.",0,0,0
18772,Awesome! Positive thinking on the milk front! It will happen... 🤔,0,0,0
18773,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18774,Joe Biden is the USA’s Dianne Abbot.,0,0,0
18775,"I’m wondering if this lefty fools have enough here on Parler to complete a circle jerk. They think right thinkers are as stupid as the low info dem base that voted to raise their own taxes, invite back in the murdering rapists that have been removed and destroy our energy industry so we can pay 7-10 bucks a gallon for gas and oil",1,1,0
18776,"I’m absolutely on your side on this entire thing however, That Cop had 16 complaints on his record from 4 different precincts in 4 different states. He was absolutely a bad seed. That being said ,, he was arrested and that’s that. This is Anarchy!! We need to stand up for ourselves. All they have is excuses excuses!!",0,0,0
18777,"Back in the good old days, when we used to be able to go to restaurants without a face diaper on, I would check the staff before ordering anything.",0,0,0
18778,@Uninspired that doesn’t even make sense as a response. you’re just hamstering.,0,0,0
18779,YES!!! Veteran’s for President Trump ❤️🙏🇺🇸,0,0,0
18780,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
18781,Look at the upside. Trump just won the vote of every policeman 😀,0,0,0
18782,Check out astra Zeneca COVID 19 vaccine. Made partially with lung tissue of 14 week Caucasia male aborted fetus!,0,0,0
18783,It won’t let me post the screenshot 😤 it says Kamala Harris,0,0,0
18784,"I wish I could believe that. From their insta page. Clearly, using hand symbols. Also, reports of them stopping white people in their cars demanding ""reparations"". I think the MSN won't show it because they think people will be scared away from supporting BLM. Even if they're not connected, they reflect on each other.",0,-1,0
18785,She broke the law. She needs to be disbarred and imprisoned. This needs to be investigated by the AG,0,0,0
18786,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
18787,"If Biden gets in.......I will never watch the news. I will go 4 yrs and maybe longer if the conservatives do not get the senate without watching the news.
However.......mind you.....if the conservatives do manage to get the senate and Trump losses the presidency.....
The fix was in with both parties and deals made behind closed doors. It would go something like this:
You can have the senate if we get rid of Trump...",0,0,0
18788,I guess we need to believe that Joe Biden is President Elect since 90+ percent of the media proclaim it and we know that makes it true. On the other hand if you care at all what the 80 million who voted for President Trump are thinking try listening to Newsmax.,0,0,0
18789,ياااه يا مي اخيراا😂😂 كلتي اكل بتاعنا الطبيعي ده ولا ساندويتش جبنة وعنب؟😂😂,0,-1,0
18790,"@CheckYourFacts Yeah...that may be the ""story"" in the street told AFTER he was shot. Didn't make it fact.
NEXT!🙄",0,0,0
18791,"Atheist
Ever notice the self proclaimed Atheist is always miserable and looks to create misery in others? Proclaim your a Christian and they unloose an attack. Don’t retreat from these individuals one step. Thats their road to fill the void in their hearts. They see the light of Christ and mimic Moths. They fly mindlessly straight to it banging their heads over and over. The only action that eases their minds is when the light goes out. Ever notice how happy they are when a prominent Christian dies? They have a miss conception that Christians are weak. This is caused by false doctrine and is what turns off young people. When you teach all the passivity and none of the strengths you weaken the faith. We are not sheep to be slaughtered, nor to be dovish in the face of Evil. Christ came in peace once, then died a violent death for us. He’s coming back as The Lion of Judaea with a sword to vanquish the corrupt. We’re Christs standard bearers, a military guide on! We’re Soldiers for him",0,-1,0
18792,PATRIOTIC LAWYERS NEED TO HELP THIS BOY.,0,0,0
18793,@WineyCeliac Me too . Can’t believe they can do that,0,-1,0
18794,God is not on your side.,0,-1,0
18795,That sow needs to abolish ice *cream*!,0,-1,0
18796,"If anyone would like to donate Rolling Hills Bank in Walnut, Iowa for Dad ( Austen Stevens )And Town and Country Credit Union, Harlan, Iowa for Mom ( Mallory Peters) or if you are like us and struggling, prayers every day are always a blessing.",0,0,0
18797,Those basturds get what they gave. Fuck a bunch of fair weather pussys.,1,1,immigrants
18798,"Do you remember when the Liberals went ape s$&@ back in 2016. They said things like Trump is going to deport Mexicans, start a nuclear war, get rid of social security, etc? I am worried too, but I am trying my best to remember not to worry about things that haven’t happened yet. Let’s try to keep the good brains on our heads to stay calm and take on just today. Tomorrow is another day. Maybe times have to be hard now to remind us why freedom is so important. I wish I had better advice. Kind of winging it here. Haha!",0,-1,0
18799,Let the ass kicking commence. I love you Donald John Trump!!!,0,0,0
18800,I'll BOUYCOTT newsman to fk it.they went soaring to number 1 now they to can fall from grace,0,-1,0
18801,Truckers strike against Biden will be bad for the supply chain. We were just recovering from the first disruption. But I don't blame them. Biden policies are so bad.,0,0,0
18802,"We didn't pay attention , didn't fight back for so long. We hate conflict. We figure people will eventually realize their mistakes and correct them on our home. We did not factor in evil intent. That many thrive in the power their evil provides.",0,-1,0
18803,"brother is still unaffected while never using a mask,,, great for keeping the snozz on the face though.. I use it only as a curtesy to others ....germ warfare 10% bug 90% thug...",0,0,0
18804,Maybe Republicans can overrule her in Congress,0,0,0
18805,The first game of the season is on now. I'm not watching!!,0,0,0
